Study_ID,Author,Year,Title,Journal,DOI_or_PMID,Etiology,Subtype,Congenital_or_Acquired,Side_deaf_or_lesion,Chronicity_months,Sample_Size_Patients,Sample_Size_Controls,Mean_Age_Patients,Sex_Ratio_Patients,Modality,Acquisition_Type,Scanner_FieldStrength_T,Analysis_Toolbox,Hedges_g_exact,Hedges_g_variance,CI_lower,CI_upper,P_value,Statistic_type,Statistic_value,Direction,ROI_Homogenized,Big_Area,Matter,Side,MNI_X,MNI_Y,MNI_Z,Measure,Network_Assignment,Study_Quality_Score,Extractor,Notes,Source_PDF_or_ZIP
Huefner_2009_MTV5,Hüfner,2009,Gray-Matter Atrophy after Chronic Complete Unilateral Vestibular Deafferentation,Annals of the New York Academy of Sciences,10.1111/j.1749-6632.2008.03719.x,Chronic complete unilateral vestibular deafferentation due to vestibular schwannoma removal,,Acquired,"Unilateral (left/right), mixed",,16,,58.0,8F/8M,MRI,Structural,1.5,SPM2 (VBM),,,,,p < 0.05 (FDR-corrected),t,4.36,↓ Patients < Controls,MT/V5,Occipital,Gray,L,-35.0,-82.0,7.0,GM volume,Vestibular,,,Gray-matter atrophy in motion-sensitive visual area MT/V5 ipsilateral to lesion in UVD patients vs controls.,"Hüfner et al., 2009.pdf"
Kremmyda_2016_R_PHC,Kremmyda,2016,"Beyond Dizziness: Virtual Navigation, Spatial Anxiety and Hippocampal Volume in Bilateral Vestibulopathy",Frontiers in Human Neuroscience,10.3389/fnhum.2016.00139,Bilateral vestibulopathy,Severe bilateral vestibulopathy with residual vestibular function,Acquired,Bilateral,163.2,13,13.0,63.6,6F/9M,MRI,Structural,3.0,SPM8 (VBM8),,,,,0.005,t,6.95,↓ Patients < Controls,Parahippocampus,Temporal,Gray,R,22.0,-37.0,-12.0,GM volume (VBM),,,,"ROI-based VBM analysis of hippocampal formation; cluster in right posterior parahippocampus with greater GM volume in controls than in BVP patients (CON > BVP, FWE-corrected).","Kremmyda et al., 2016.pdf"
Kremmyda_2016_L_HC,Kremmyda,2016,"Beyond Dizziness: Virtual Navigation, Spatial Anxiety and Hippocampal Volume in Bilateral Vestibulopathy",Frontiers in Human Neuroscience,10.3389/fnhum.2016.00139,Bilateral vestibulopathy,Severe bilateral vestibulopathy with residual vestibular function,Acquired,Bilateral,163.2,13,13.0,63.6,6F/9M,MRI,Structural,3.0,SPM8 (VBM8),,,,,0.006,t,6.75,↓ Patients < Controls,Hippocampus,Temporal,Gray,L,-28.0,-25.0,-17.0,GM volume (VBM),,,,"ROI-based VBM analysis of hippocampal formation; cluster in left mid/posterior hippocampus with greater GM volume in controls than in BVP patients (CON > BVP, FWE-corrected).","Kremmyda et al., 2016.pdf"
Kremmyda_2016_L_PHC,Kremmyda,2016,"Beyond Dizziness: Virtual Navigation, Spatial Anxiety and Hippocampal Volume in Bilateral Vestibulopathy",Frontiers in Human Neuroscience,10.3389/fnhum.2016.00139,Bilateral vestibulopathy,Severe bilateral vestibulopathy with residual vestibular function,Acquired,Bilateral,163.2,13,13.0,63.6,6F/9M,MRI,Structural,3.0,SPM8 (VBM8),,,,,p < 0.001 (uncorrected),t,5.09,↓ Patients < Controls,Parahippocampus,Temporal,Gray,L,-20.0,-37.0,-12.0,GM volume (VBM),,,,"ROI-based VBM analysis of hippocampal formation; cluster in left posterior parahippocampus with greater GM volume in controls than in BVP patients (CON > BVP, p < 0.001 uncorrected).","Kremmyda et al., 2016.pdf"
Kremmyda_2016_R_HC,Kremmyda,2016,"Beyond Dizziness: Virtual Navigation, Spatial Anxiety and Hippocampal Volume in Bilateral Vestibulopathy",Frontiers in Human Neuroscience,10.3389/fnhum.2016.00139,Bilateral vestibulopathy,Severe bilateral vestibulopathy with residual vestibular function,Acquired,Bilateral,163.2,13,13.0,63.6,6F/9M,MRI,Structural,3.0,SPM8 (VBM8),,,,,p < 0.001 (uncorrected),t,4.63,↓ Patients < Controls,Hippocampus,Temporal,Gray,R,28.0,-22.0,-9.0,GM volume (VBM),,,,"ROI-based VBM analysis of hippocampal formation; cluster in right mid hippocampus with greater GM volume in controls than in BVP patients (CON > BVP, p < 0.001 uncorrected).","Kremmyda et al., 2016.pdf"
Nigmatullina_2013_VestCereb_R,Nigmatullina,2013,The Neuroanatomical Correlates of Training-Related Perceptuo-Reflex Uncoupling in Dancers,Cerebral Cortex,10.1093/cercor/bht266,Long-term vestibular adaptation in professional ballet dancers,,Acquired,,192.0,29,20.0,21.9,29F/0M,MRI,Structural,1.5,FSL,,,,,p < 0.05,t,4.21,↓ Patients < Controls,Posterior cerebellum (lobules VIII/IX),Cerebellum,Gray,R,,,,GM density (VBM),Vestibular,,,"Whole-brain VBM comparison (dancers < controls) showing reduced gray matter density in right posterior cerebellar lobules VIII/IX; peak t-value 4.21; Talairach coordinates reported in paper (20, -58, -58) but not entered as MNI; TFCE-corrected p < 0.05.","Nigmatullina et al., 2015.pdf"
Nigmatullina_2013_VestCereb_L,Nigmatullina,2013,The Neuroanatomical Correlates of Training-Related Perceptuo-Reflex Uncoupling in Dancers,Cerebral Cortex,10.1093/cercor/bht266,Long-term vestibular adaptation in professional ballet dancers,,Acquired,,192.0,29,20.0,21.9,29F/0M,MRI,Structural,1.5,FSL,,,,,p < 0.05,t,4.67,↓ Patients < Controls,Posterior cerebellum (lobules VIII/IX),Cerebellum,Gray,L,,,,GM density (VBM),Vestibular,,,"Whole-brain VBM comparison (dancers < controls) showing reduced gray matter density in left posterior cerebellar lobules VIII/IX; peak t-value 4.67; Talairach coordinates reported in paper (-18, -62, -62) but not entered as MNI; TFCE-corrected p < 0.05.","Nigmatullina et al., 2015.pdf"
Nigmatullina_2013_OFC_R,Nigmatullina,2013,The Neuroanatomical Correlates of Training-Related Perceptuo-Reflex Uncoupling in Dancers,Cerebral Cortex,10.1093/cercor/bht266,Long-term vestibular adaptation in professional ballet dancers,,Acquired,,192.0,29,20.0,21.9,29F/0M,MRI,Structural,1.5,FSL,,,,,p < 0.05,t,3.32,↑ Patients > Controls,Superior orbitofrontal cortex,Frontal,Gray,R,,,,GM density (VBM),,,,"Whole-brain VBM comparison (dancers > controls) showing increased gray matter density in right superior orbitofrontal cortex; peak t-value 3.32; Talairach coordinates reported in paper (26, 66, 2) but not entered as MNI; TFCE-corrected p < 0.05.","Nigmatullina et al., 2015.pdf"
Schone_2022_RightPresubiculum_AcuteUniPVD,Schöne,2022,Hippocampal volume in patients with bilateral and unilateral peripheral vestibular dysfunction,NeuroImage: Clinical,10.1016/j.nicl.2022.103212,Peripheral vestibular dysfunction,Acute unilateral PVD,Acquired,,,15,39.0,47.35,5F/10M,MRI,Structural,3.0,FreeSurfer 6,,,,,0.0001,t,,↓ Patients < Controls,Presubiculum,Temporal,Gray,R,,,,GM volume,,,,ROI-based t-test comparison; volume reduced in acute unilateral PVD.,"Schöne et al., 2022.pdf"
Schone_2022_RightPresubiculum_ChronicUniPVD,Schöne,2022,Hippocampal volume in patients with bilateral and unilateral peripheral vestibular dysfunction,NeuroImage: Clinical,10.1016/j.nicl.2022.103212,Peripheral vestibular dysfunction,Chronic unilateral PVD,Acquired,,,21,39.0,56.52,6F/15M,MRI,Structural,3.0,FreeSurfer 6,,,,,0.016,t,,↓ Patients < Controls,Presubiculum,Temporal,Gray,R,,,,GM volume,,,,ROI-based t-test comparison; volume reduced in chronic unilateral PVD.,"Schöne et al., 2022.pdf"
Schone_2022_LeftSupramarginal_AcuteUniPVD,Schöne,2022,Hippocampal volume in patients with bilateral and unilateral peripheral vestibular dysfunction,NeuroImage: Clinical,10.1016/j.nicl.2022.103212,Peripheral vestibular dysfunction,Acute unilateral PVD,Acquired,,,15,39.0,47.35,5F/10M,MRI,Structural,3.0,FreeSurfer 6,,,,,0.018,t,,↓ Patients < Controls,Supramarginal gyrus,Parietal,Gray,L,,,,GM volume,,,,Reduced gray-matter volume; effect independent of lesion laterality.,"Schöne et al., 2022.pdf"
Schone_2022_LeftSupramarginal_ChronicUniPVD,Schöne,2022,Hippocampal volume in patients with bilateral and unilateral peripheral vestibular dysfunction,NeuroImage: Clinical,10.1016/j.nicl.2022.103212,Peripheral vestibular dysfunction,Chronic unilateral PVD,Acquired,,,21,39.0,56.52,6F/15M,MRI,Structural,3.0,FreeSurfer 6,,,,,0.011,t,,↓ Patients < Controls,Supramarginal gyrus,Parietal,Gray,L,,,,GM volume,,,,Reduced cortical volume in chronic unilateral PVD.,"Schöne et al., 2022.pdf"
Seo_2016_Hippocampus_L,Seo,2016,The change of hippocampal volume and its relevance with inner ear function in Meniere’s disease patients,Auris Nasus Larynx,10.1016/j.anl.2016.01.006,Ménière’s disease,Unilateral Ménière’s disease,Acquired,,44.4,38,76.0,49.2,13M/25F,MRI,Structural,3.0,IMOD,,,,,p < 0.001,,,↓ Patients < Controls,Hippocampus,Temporal,Gray,L,,,,Hippocampal volume,,,,Manually segmented left hippocampal gray matter volume on 3T MRI; unilateral Ménière’s disease vs age- and sex-matched healthy controls; patients showed significantly smaller left hippocampal volume than controls (p < 0.001).,"Seo et al., 2016.pdf"
Seo_2016_Hippocampus_R,Seo,2016,The change of hippocampal volume and its relevance with inner ear function in Meniere’s disease patients,Auris Nasus Larynx,10.1016/j.anl.2016.01.006,Ménière’s disease,Unilateral Ménière’s disease,Acquired,,44.4,38,76.0,49.2,13M/25F,MRI,Structural,3.0,IMOD,,,,,p < 0.001,,,↓ Patients < Controls,Hippocampus,Temporal,Gray,R,,,,Hippocampal volume,,,,Manually segmented right hippocampal gray matter volume on 3T MRI; unilateral Ménière’s disease vs age- and sex-matched healthy controls; patients showed significantly smaller right hippocampal volume than controls (p < 0.001).,"Seo et al., 2016.pdf"
Smith_2022_LMiFG_RFEF,Smith,2022,"The “vestibular neuromatrix”: A proposed, expanded vestibular network from graph theory in post-concussive vestibular dysfunction",Human Brain Mapping,10.1002/hbm.25737,Post-concussive vestibular dysfunction,,Acquired,,,18,27.0,23.43,12F/6M,fMRI,Functional,3.0,CONN toolbox (SPM8-based); FSL,,,,,,,,↓ Patients < Controls,L.MiFG–R.FEF functional connectivity,,,Bilateral,,,,Resting-state functional connectivity (rsfMRI),,,,Permutation tests on core network: left middle frontal gyrus–right frontal eye field connectivity stronger in controls than in post-concussive vestibular dysfunction (HC > ST); edge from consensus/core graph-theoretic analysis (Figure 4).:contentReference[oaicite:0]{index=0},"Smith et al., 2021.pdf"
Smith_2022_RIFG_RTE1p,Smith,2022,"The “vestibular neuromatrix”: A proposed, expanded vestibular network from graph theory in post-concussive vestibular dysfunction",Human Brain Mapping,10.1002/hbm.25737,Post-concussive vestibular dysfunction,,Acquired,,,18,27.0,23.43,12F/6M,fMRI,Functional,3.0,CONN toolbox (SPM8-based); FSL,,,,,,,,↓ Patients < Controls,R.IFG–R.TE1p functional connectivity,,,R,,,,Resting-state functional connectivity (rsfMRI),,,,Permutation tests on core network: right inferior frontal gyrus–right inferior temporal area TE1 (posterior) connectivity stronger in controls than in post-concussive vestibular dysfunction (HC > ST); edge highlighted as one of the most significant group differences (Figure 4).:contentReference[oaicite:1]{index=1},"Smith et al., 2021.pdf"
Smith_2022_LSEF_LMiCC,Smith,2022,"The “vestibular neuromatrix”: A proposed, expanded vestibular network from graph theory in post-concussive vestibular dysfunction",Human Brain Mapping,10.1002/hbm.25737,Post-concussive vestibular dysfunction,,Acquired,,,18,27.0,23.43,12F/6M,fMRI,Functional,3.0,CONN toolbox (SPM8-based); FSL,,,,,,,,↑ Patients > Controls,L.SEF–L.MiCC functional connectivity,,,L,,,,Resting-state functional connectivity (rsfMRI),,,,Permutation tests on core network: left supplementary eye field–left middle cingulate cortex connectivity stronger in post-concussive vestibular dysfunction than in controls (ST > HC); identified among edges with greatest statistical significance (Figure 4).:contentReference[oaicite:2]{index=2},"Smith et al., 2021.pdf"
Smith_2022_RMSO_RSMG,Smith,2022,"The “vestibular neuromatrix”: A proposed, expanded vestibular network from graph theory in post-concussive vestibular dysfunction",Human Brain Mapping,10.1002/hbm.25737,Post-concussive vestibular dysfunction,,Acquired,,,18,27.0,23.43,12F/6M,fMRI,Functional,3.0,CONN toolbox (SPM8-based); FSL,,,,,,,,↑ Patients > Controls,R.MSO–R.SMG functional connectivity,,,R,,,,Resting-state functional connectivity (rsfMRI),,,,Permutation tests on core network: right multisensory orientation area–right supramarginal gyrus connectivity stronger in post-concussive vestibular dysfunction than in controls (ST > HC); highlighted as one of the strongest group differences (Figure 4).:contentReference[oaicite:3]{index=3},"Smith et al., 2021.pdf"
Wurthmann_2017_L_STG,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,0.002,t,4.39,↓ Patients < Controls,Superior temporal gyrus,Temporal,Gray,L,-51.0,-16.0,-5.0,GM volume,,,,"Whole-brain VBM, PPPD patients showed decreased GM volume vs age- and gender-matched controls; ROI-level FWE-corrected p=0.002.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_L_MTG_MT_V5,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,0.01,t,4.08,↓ Patients < Controls,Middle temporal gyrus (MT/V5),Temporal,Gray,L,-50.0,-57.0,4.0,GM volume,,,,"Whole-brain VBM, MT/V5 cluster in left middle temporal gyrus; ROI-level FWE-corrected p=0.01.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_L_MTG_Anterior,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,0.028,t,3.72,↓ Patients < Controls,Middle temporal gyrus,Temporal,Gray,L,-60.0,-34.0,4.0,GM volume,,,,"Whole-brain VBM, anterior left middle temporal gyrus cluster; ROI-level FWE-corrected p=0.028.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_R_MTG,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,0.001,t,3.29,↓ Patients < Controls,Middle temporal gyrus,Temporal,Gray,R,68.0,-27.0,-15.0,GM volume,,,,"Whole-brain VBM, right middle temporal gyrus cluster; significant at uncorrected p<0.001, ROI analysis non-significant.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_R_PrecentralGyrus,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,0.002,t,3.79,↓ Patients < Controls,Precentral gyrus,Frontal,Gray,R,2.0,-34.0,67.0,GM volume,,,,"Whole-brain VBM, right precentral gyrus cluster; ROI-level FWE-corrected p=0.002.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_L_Cerebellum,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,0.002,t,4.38,↓ Patients < Controls,Cerebellum,Cerebellum,Gray,L,-20.0,-60.0,-44.0,GM volume,,,,"Whole-brain VBM, left cerebellar cluster; ROI-level FWE-corrected p=0.002.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_R_Cerebellum,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,p<0.001,t,3.57,↓ Patients < Controls,Cerebellum,Cerebellum,Gray,R,15.0,-52.0,-30.0,GM volume,,,,"Whole-brain VBM, right cerebellar cluster; significant at uncorrected p<0.001, ROI analysis non-significant.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_L_Caudate,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,p<0.001,t,3.96,↓ Patients < Controls,Caudate nucleus,Subcortical,Gray,L,-9.0,14.0,21.0,GM volume,,,,"Whole-brain VBM, left caudate nucleus cluster; uncorrected p<0.001, ROI/FWE not applicable.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_L_PosteriorHippocampus,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,p<0.001,t,3.51,↓ Patients < Controls,Hippocampus (posterior),Temporal,Gray,L,-24.0,-46.0,1.0,GM volume,,,,"Whole-brain VBM, left posterior hippocampus cluster; significant at uncorrected p<0.001, ROI analysis non-significant.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_L_DLPFC,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,0.001,t,3.3,↓ Patients < Controls,Dorsolateral prefrontal cortex,Frontal,Gray,L,-40.0,32.0,28.0,GM volume,,,,"Whole-brain VBM, left dorsolateral prefrontal cortex cluster; significant at uncorrected p<0.001, ROI analysis non-significant.","Wurthmann et al., 2017.pdf"
Wurthmann_2017_L_ACC,Wurthmann,2017,Cerebral gray matter changes in persistent postural perceptual dizziness,Journal of Psychosomatic Research,10.1016/j.jpsychores.2017.10.007,Persistent postural perceptual dizziness,,Acquired,,45.36,42,42.0,39.28,22F/20M,MRI,Structural,1.5,SPM8/SPM12 (VBM with DARTEL),,,,,0.001,t,3.32,↓ Patients < Controls,Anterior cingulate cortex,Frontal,Gray,L,-14.0,38.0,7.0,GM volume,,,,"Whole-brain VBM, left anterior cingulate cortex cluster; significant at uncorrected p<0.001, ROI analysis non-significant.","Wurthmann et al., 2017.pdf"
vanCruijsen_2007_L_Hippocampus,van Cruijsen,2007,Hippocampal volume measurement in patients with Ménière’s disease: a pilot study,Acta Oto-Laryngologica,10.1080/00016480601127000,Ménière’s disease,Mixed unilateral (n=7) and bilateral (n=3) Ménière’s disease,Acquired,,118.8,10,10.0,50.6,4F/6M,MRI,Structural,1.0,Imod (manual hippocampal tracing),,,,,p < 0.05,Mann–Whitney U,,↓ Patients < Controls,Hippocampus,Temporal,Gray,L,,,,Hippocampal volume,,,,Absolute left hippocampal volume (uncorrected for head size) significantly smaller in Ménière’s disease patients vs controls for both raters; difference disappears after correction for partial brain or intracranial volume.,"van Cruijsen et al., 2007.pdf"
zuEulenburg_2010_MedialVestibularNuclei,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,,Acquired,"Mixed (10 right, 12 left)",30.0,22,22.0,56.7,9F/13M,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,4.54,↑ Patients > Controls,Medial vestibular nuclei,Brainstem,Gray,Bilateral,-1.0,-29.0,-41.0,GM volume (VBM),Vestibular,,,Whole-group VN vs age- and sex-matched controls; gray matter volume increase in medial vestibular nuclei; VBM cluster-level finding.,"zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_RightGracileNucleus,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,,Acquired,"Mixed (10 right, 12 left)",30.0,22,22.0,56.7,9F/13M,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,4.47,↑ Patients > Controls,Gracile nucleus,Brainstem,Gray,R,4.0,-44.0,-56.0,GM volume (VBM),Somatosensory,,,"Whole-group VN vs controls; gray matter increase in right gracile nucleus, interpreted as somatosensory contribution to compensation.","zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_RightSuperiorFrontalGyrus,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,,Acquired,"Mixed (10 right, 12 left)",30.0,22,22.0,56.7,9F/13M,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,5.2,↓ Patients < Controls,Superior frontal gyrus,Frontal,Gray,R,19.0,-2.0,70.0,GM volume (VBM),Vestibular,,,Whole-group VN vs controls; gray matter decrease in right superior frontal gyrus (BA 6) interpreted as secondary to reduced vestibular input.,"zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_RightSuperiorTemporalGyrus,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,,Acquired,"Mixed (10 right, 12 left)",30.0,22,22.0,56.7,9F/13M,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,4.55,↓ Patients < Controls,Superior temporal gyrus,Temporal,Gray,R,,,,GM volume (VBM),Vestibular,,,"Whole-group VN vs controls; gray matter decrease in right superior temporal gyrus (BA 22/42), part of vestibular multisensory network. Coordinates not clearly readable in text.","zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_LeftPosteriorHippocampus,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,,Acquired,"Mixed (10 right, 12 left)",30.0,22,22.0,56.7,9F/13M,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,4.33,↓ Patients < Controls,Posterior hippocampus,Temporal,Gray,L,,,,GM volume (VBM),Vestibular,,,"Whole-group VN vs controls; gray matter decrease in left posterior hippocampus, interpreted as reduced vestibular input to spatial memory system. Coordinates ambiguous in text and therefore left null.","zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_VestibularCommissuralFibers,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,,Acquired,"Mixed (10 right, 12 left)",30.0,22,22.0,56.7,9F/13M,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,4.88,↑ Patients > Controls,Vestibular commissural fibers,Brainstem,White,,5.0,-46.0,-55.0,WM volume (VBM),Vestibular,,,"Whole-group VN vs controls; white matter volume increase in pontine commissural vestibular fibers, reflecting increased internuclear crosstalk during compensation.","zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_PontomesencephalicTegmentum,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,,Acquired,"Mixed (10 right, 12 left)",30.0,22,22.0,56.7,9F/13M,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,,↓ Patients < Controls,Pontomesencephalic tegmentum,Brainstem,White,,,,,WM volume (VBM),Vestibular,,,Whole-group VN vs controls; white matter signal decrease dorsally to medial vestibular nuclei in pontomesencephalic tegmentum. Exact coordinates and t-value not legible.,"zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_MT_V5_ResidualCanalParesis,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,Residual canal paresis subgroup,Acquired,"Mixed (10 right, 12 left in full VN sample; subgroup with residual canal paresis)",30.0,14,14.0,,,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,,↑ Patients > Controls,Middle temporal visual area (MT/V5),Temporal,Gray,Bilateral,,,,GM volume (VBM),Visual,,,"Subgroup analysis: VN patients with residual canal paresis (n = 14) vs matched controls; bilateral gray matter increase in MT/V5, stronger in right hemisphere. Coordinates and t-values not reported in table excerpt.","zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_LeftMT_V5_RightVN,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,Right-sided VN (VNR subgroup),Acquired,Right,30.0,10,10.0,,,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,12.89,↑ Patients > Controls,Middle temporal visual area (MT/V5),Temporal,Gray,L,-35.0,-79.0,9.0,GM volume (VBM),Visual,,,Right-sided VN (VNR) vs matched controls; gray matter increase in left MT/V5. Subgroup analysis focusing on lesion side.,"zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_RightMT_V5_RightVN,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,Right-sided VN (VNR subgroup),Acquired,Right,30.0,10,10.0,,,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,14.06,↑ Patients > Controls,Middle temporal visual area (MT/V5),Temporal,Gray,R,43.0,-70.0,15.0,GM volume (VBM),Visual,,,Right-sided VN (VNR) vs matched controls; gray matter increase in right MT/V5. Subgroup analysis of lesion-side specific plasticity.,"zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
zuEulenburg_2010_LeftPrecuneus_SuperiorParietalWM_RightVN,zu Eulenburg,2010,Voxel-Based Morphometry Depicts Central Compensation after Vestibular Neuritis,Annals of Neurology,10.1002/ana.22063,Vestibular neuritis,Right-sided VN (VNR subgroup),Acquired,Right,30.0,10,10.0,,,MRI,Structural,1.5,SPM5 + VBM5,,,,,p < 0.001 (uncorrected); small-volume corrected p < 0.05,t,7.48,↓ Patients < Controls,Precuneus / superior parietal white matter,Parietal,White,L,-27.0,-53.0,49.0,WM volume (VBM),Vestibular,,,Right-sided VN (VNR) vs matched controls; white matter decrease in left precuneus and superior parietal lobule (BA 7).,"zu Eulenburg, Stoeter & Dieterich, 2010.pdf"
